licenseNumber,businessName,licenseType,State,StateAbbr,address,city,zipCode,expirationDate,status,phone,email
020-1008869CB85,TH3 Farms,recreational producer,Oregon,OR,,,,07/01/2025,active,,
020-1008873E6F1,Marigrow Farms,recreational producer,Oregon,OR,,,,06/25/2025,active,,
020-1008906C6D8,Mike's Green Farm,recreational producer,Oregon,OR,,,,06/10/2025,active,,
020-1008919BD73,SJT AGRICULTURE,recreational producer,Oregon,OR,,,,02/08/2025,active,,
020-1009009E49E,Star Dog Farms,recreational producer,Oregon,OR,,,,04/19/2025,active,,
020-1009160A69D,Sasha Gardens,recreational producer,Oregon,OR,,,,06/11/2025,active,,
020-1009174E94B,Oregon Best Flower Farm (O-BFF) LLC,recreational producer,Oregon,OR,,,,02/16/2025,active,,
020-1009178C49A,"Oregon Blooms, LLC",recreational producer,Oregon,OR,,,,10/04/2024,active,,
020-1009180D41F,"BE-LEAF FARMS, LLC",recreational producer,Oregon,OR,,,,01/09/2025,active,,
020-1009181B925,AGFO LLC,recreational producer,Oregon,OR,,,,06/24/2025,active,,
020-1009213F09B,Arise Cannabis,recreational producer,Oregon,OR,,,,07/15/2025,active,,
020-1009214C36E,"EEKE, LLC",recreational producer,Oregon,OR,,,,11/18/2024,active,,
020-1009223CA6A,Herbington Farm,recreational producer,Oregon,OR,,,,06/07/2025,active,,
020-1009240C1C3,"Happy Buddha Botanicals, LLC",recreational producer,Oregon,OR,,,,08/26/2025,active,,
020-1009269DFE9,Harem,recreational producer,Oregon,OR,,,,07/29/2025,active,,
020-1009353FA11,"The Green Choice, LLC",recreational producer,Oregon,OR,,,,03/17/2025,active,,
020-1009368E1E1,TrueCare Farms,recreational producer,Oregon,OR,,,,07/18/2025,active,,
020-1009424AC12,Karmic Elevation Cannabis,recreational producer,Oregon,OR,,,,05/13/2025,active,,
020-1009493A41B,5500 Farms,recreational producer,Oregon,OR,,,,08/11/2025,active,,
020-1009557E76F,Voodoo Valley Farms,recreational producer,Oregon,OR,,,,07/07/2025,active,,
020-1009591D6FD,Capybara Cannabis,recreational producer,Oregon,OR,,,,08/21/2025,active,,
020-1009710E832,Zion Roots,recreational producer,Oregon,OR,,,,04/17/2025,active,,
020-1009772BE7F,Knownot,recreational producer,Oregon,OR,,,,06/04/2025,active,,
020-1009777D6D8,Forbidden Flower Farms,recreational producer,Oregon,OR,,,,07/01/2025,active,,
020-1009833F0C2,Roots Rock LLC,recreational producer,Oregon,OR,,,,07/30/2025,active,,
020-1009920D848,Guo 168 LLC,recreational producer,Oregon,OR,,,,02/12/2025,active,,
020-1009932F7D4,Livetia Farms,recreational producer,Oregon,OR,,,,08/27/2025,active,,
020-1009935E487,Happy Daddy Gardens,recreational producer,Oregon,OR,,,,12/04/2024,active,,
020-1009963EF30,Eastwood Gardens,recreational producer,Oregon,OR,,,,04/04/2025,active,,
020-1010130FC7D,Euphoria 4 You,recreational producer,Oregon,OR,,,,03/02/2025,active,,
020-1010160E989,Forked Horn Farms,recreational producer,Oregon,OR,,,,04/01/2025,active,,
020-1010246C761,Just Add Music,recreational producer,Oregon,OR,,,,05/19/2025,active,,
020-1010466CD3E,"Best Buds Distributors, Inc.",recreational producer,Oregon,OR,,,,01/20/2025,active,,
020-1010495FC29,Sun Wheel Organics,recreational producer,Oregon,OR,,,,02/16/2025,active,,
020-1010625F748,Southern Oregon Moonshine,recreational producer,Oregon,OR,,,,08/08/2025,active,,
020-1010626BA99,"BC Farms, LLC",recreational producer,Oregon,OR,,,,07/27/2025,active,,
020-1010669A558,Collie Fields,recreational producer,Oregon,OR,,,,07/10/2025,active,,
020-1010678D672,Blue and Yellow,recreational producer,Oregon,OR,,,,07/09/2025,active,,
020-1010740C490,Tao Gardens,recreational producer,Oregon,OR,,,,11/07/2024,active,,
020-1010782EDC6,EPRE-1 LLC,recreational producer,Oregon,OR,,,,06/13/2025,active,,
020-1010858AB0B,"Rocky Top Organic Farms, LLC",recreational producer,Oregon,OR,,,,03/25/2025,active,,
020-1010861DB85,Sow Canna II,recreational producer,Oregon,OR,,,,04/18/2025,active,,
020-1011005CEAC,"ATC ENTERPRISE, LLC",recreational producer,Oregon,OR,,,,12/09/2024,active,,
020-1011026D844,West Coast Organics,recreational producer,Oregon,OR,,,,01/19/2025,active,,
020-1011159BFAA,Crystal Acres LLC,recreational producer,Oregon,OR,,,,04/29/2025,active,,
020-1011172A6A3,Silver Leaf Cannabis Company,recreational producer,Oregon,OR,,,,01/12/2025,active,,
020-1011174E6FD,Cannaponix,recreational producer,Oregon,OR,,,,04/19/2025,active,,
020-1011296C476,Cascade Pure LLC,recreational producer,Oregon,OR,,,,12/28/2024,active,,
020-1011370C15B,Win68 LLC,recreational producer,Oregon,OR,,,,08/11/2025,active,,
020-1011404A62D,Southwest Oregon Farms,recreational producer,Oregon,OR,,,,03/03/2025,active,,
020-1011416E335,Western Pastures,recreational producer,Oregon,OR,,,,04/06/2025,active,,
020-1011435F844,Beaux's Buds LLC,recreational producer,Oregon,OR,,,,05/15/2025,active,,
020-1011511EB52,West Coast Organics,recreational producer,Oregon,OR,,,,02/16/2025,active,,
020-1011516F79F,West Coast Organics,recreational producer,Oregon,OR,,,,01/19/2025,active,,
020-1011535C363,No Ka Oi Farms,recreational producer,Oregon,OR,,,,05/16/2025,active,,
020-1011595A5AC,Slow Hand Craft Cannabis,recreational producer,Oregon,OR,,,,04/11/2025,active,,
020-1011606B16A,Breaking Green Farms,recreational producer,Oregon,OR,,,,01/19/2025,active,,
020-1011624DC23,Calvin's Greens,recreational producer,Oregon,OR,,,,03/23/2025,active,,
020-1011676A1FB,Potluck farms,recreational producer,Oregon,OR,,,,05/19/2025,active,,
020-1011681C761,Owl Farms,recreational producer,Oregon,OR,,,,01/06/2025,active,,
020-1011781CEB8,Ganja Girl Products,recreational producer,Oregon,OR,,,,05/05/2025,active,,
020-1011897CB01,Portland Horticulture Technologies LLC,recreational producer,Oregon,OR,,,,08/15/2025,active,,
020-1011918C77F,RoseSol,recreational producer,Oregon,OR,,,,05/18/2025,active,,
020-1011997E2FD,Pheno-Terra Farms,recreational producer,Oregon,OR,,,,10/13/2024,active,,
020-1012011B9B8,POCCO,recreational producer,Oregon,OR,,,,04/11/2025,active,,
020-1012032ECC7,Casa Sol,recreational producer,Oregon,OR,,,,10/01/2025,active,,
020-1012177AE3E,ARC Gardens,recreational producer,Oregon,OR,,,,03/22/2025,active,,
020-1012206F069,Conscious Cultivators,recreational producer,Oregon,OR,,,,07/13/2025,active,,
020-1012208EE72,American Cannabis Company,recreational producer,Oregon,OR,,,,06/01/2025,active,,
020-1012229E8BE,Self Made Farms,recreational producer,Oregon,OR,,,,06/01/2025,active,,
020-1012257DC10,Orion's Garden LLC,recreational producer,Oregon,OR,,,,01/10/2025,active,,
020-1012269F592,Chubby Cat Cannabis,recreational producer,Oregon,OR,,,,06/28/2025,active,,
020-1012277E5C2,Gum Tree Farms LLC,recreational producer,Oregon,OR,,,,07/06/2025,active,,
020-1012342B34E,FIELDER MOUNTAIN FARMS LLC,recreational producer,Oregon,OR,,,,10/19/2024,active,,
020-1012354EB8D,"Oregon's Top Shelf, LLC",recreational producer,Oregon,OR,,,,12/28/2024,active,,
020-1012366FACD,Rovers Holding LLC,recreational producer,Oregon,OR,,,,03/09/2025,active,,
020-1012401D433,Cascade Cultivars,recreational producer,Oregon,OR,,,,09/29/2024,active,,
020-1012445BC4C,Sugar Tree Farm #4,recreational producer,Oregon,OR,,,,02/12/2025,active,,
020-1012446C642,Sugar Tree Farm #5,recreational producer,Oregon,OR,,,,02/12/2025,active,,
020-1012447DAFA,"MACDADDY FARMS, LLC",recreational producer,Oregon,OR,,,,01/24/2025,active,,
020-1012499AA2A,Bend Cannabis Company,recreational producer,Oregon,OR,,,,06/21/2025,active,,
020-1012540AA92,M & J Agronomics,recreational producer,Oregon,OR,,,,10/25/2024,active,,
020-1012555ABA1,Urban Farmz,recreational producer,Oregon,OR,,,,03/04/2025,active,,
020-1012562D36D,Sowing Seeds,recreational producer,Oregon,OR,,,,07/05/2025,active,,
020-1012765A0A7,"MJ Farms, LLC",recreational producer,Oregon,OR,,,,06/07/2025,active,,
020-1012771F012,Oregon Cannabis Collective,recreational producer,Oregon,OR,,,,08/23/2025,active,,
020-1012858DABD,Green Passion LLC,recreational producer,Oregon,OR,,,,07/19/2025,active,,
020-1012963BA15,Cajun Land and Investments,recreational producer,Oregon,OR,,,,08/12/2025,active,,
020-1012998D7FB,Terpmongers,recreational producer,Oregon,OR,,,,12/22/2024,active,,
020-1013100A08D,Endless Green Summer Farms LLC,recreational producer,Oregon,OR,,,,09/02/2025,active,,
020-1013125FF29,Grow Two,recreational producer,Oregon,OR,,,,10/03/2024,active,,
020-1013149CFBA,Sweetleaf Organics,recreational producer,Oregon,OR,,,,03/11/2025,active,,
020-1013269E021,Kings Cannabis,recreational producer,Oregon,OR,,,,09/12/2024,active,,
020-1013390F940,Halo Labs; Hush; Hushcanna,recreational producer,Oregon,OR,,,,01/29/2025,active,,
020-1013393A677,Halo Labs; Hush; Hushcanna,recreational producer,Oregon,OR,,,,01/29/2025,active,,
020-1013476B752,Phenix Farms,recreational producer,Oregon,OR,,,,03/07/2025,active,,
020-1013638A377,White Label Farms,recreational producer,Oregon,OR,,,,01/10/2025,active,,
020-1014068D38E,LAH LLC,recreational producer,Oregon,OR,,,,07/09/2025,active,,
020-1014179E528,Eastwood,recreational producer,Oregon,OR,,,,07/10/2025,active,,
020-1014202A271,Mothership Farms Inc.,recreational producer,Oregon,OR,,,,06/19/2025,active,,
020-1014217BF66,Harmony Roots LLC,recreational producer,Oregon,OR,,,,04/15/2025,active,,
020-1014306CB31,Lin 666 LLC,recreational producer,Oregon,OR,,,,02/13/2025,active,,
020-1014352BF17,Green Bodhi,recreational producer,Oregon,OR,,,,09/09/2024,active,,
020-1014354D288,CP's Farming,recreational producer,Oregon,OR,,,,03/19/2025,active,,
020-1014468F6EB,Harvest Dome,recreational producer,Oregon,OR,,,,12/23/2024,active,,
020-1014488DF9C,Dub City Farms,recreational producer,Oregon,OR,,,,11/19/2024,active,,
020-1014521BAD7,Cultiv8,recreational producer,Oregon,OR,,,,02/03/2025,active,,
020-1014544E939,Effective Holdings LLC,recreational producer,Oregon,OR,,,,04/20/2025,active,,
020-1014565C438,SoDope Farms,recreational producer,Oregon,OR,,,,03/02/2025,active,,
020-1014670A749,The Garden,recreational producer,Oregon,OR,,,,11/15/2024,active,,
020-1015280E3A4,LT Industries LLC,recreational producer,Oregon,OR,,,,10/20/2024,active,,
020-1015332CF2D,Heavy Lids,recreational producer,Oregon,OR,,,,07/28/2024,active,,
020-1015342A6B1,Bountiful Earth LLC,recreational producer,Oregon,OR,,,,02/08/2025,active,,
020-1015412E19B,Wingman Farms,recreational producer,Oregon,OR,,,,10/20/2025,active,,
020-1015454F766,Green Bird Farm,recreational producer,Oregon,OR,,,,01/13/2025,active,,
020-1015537B4C3,Earl Baker,recreational producer,Oregon,OR,,,,02/09/2025,active,,
020-1015579F372,Hi Q LLC,recreational producer,Oregon,OR,,,,11/19/2024,active,,
020-1015581D9AC,SCD Farm,recreational producer,Oregon,OR,,,,12/15/2024,active,,
020-1015582AB56,Green Diamond Canna,recreational producer,Oregon,OR,,,,11/12/2024,active,,
020-1015589B474,Virgin Cannabis,recreational producer,Oregon,OR,,,,10/28/2024,active,,
020-1015594BC6A,Refinery Manufacturing,recreational producer,Oregon,OR,,,,12/15/2024,active,,
020-1015597BBF9,Nectar Stick,recreational producer,Oregon,OR,,,,02/21/2025,active,,
020-1015647CAFC,Millerville Farms at Holland Ranch,recreational producer,Oregon,OR,,,,11/23/2024,active,,
020-1015798DB8A,PNW Operator LLC,recreational producer,Oregon,OR,,,,01/30/2025,active,,
020-1015804FCEA,Moon Lite Inc,recreational producer,Oregon,OR,,,,02/08/2025,active,,
020-1015899B20F,Hotbox Farms,recreational producer,Oregon,OR,,,,08/16/2025,active,,
020-1015954B32F,Green Fire Gardens,recreational producer,Oregon,OR,,,,09/16/2025,active,,
020-1016052FD14,Agricola,recreational producer,Oregon,OR,,,,12/02/2024,active,,
020-1016063ED1B,Golden Creek Organic,recreational producer,Oregon,OR,,,,02/08/2025,active,,
020-1016146BBAD,"High Tech Farms, LLC",recreational producer,Oregon,OR,,,,12/10/2024,active,,
020-1016168D8BF,The Beaver State Cannabis Company,recreational producer,Oregon,OR,,,,03/08/2025,active,,
020-1016173C978,ROOTS GRASS CANNABIS,recreational producer,Oregon,OR,,,,05/05/2025,active,,
020-1016210E0A2,Family Exotics,recreational producer,Oregon,OR,,,,01/06/2025,active,,
020-1016254BA9E,The Highest Xpectation,recreational producer,Oregon,OR,,,,07/20/2025,active,,
020-1016403F9FE,Evil Woman Cannabis Company,recreational producer,Oregon,OR,,,,03/31/2025,active,,
020-1016468D6CA,Mohawk Valley Cannabis,recreational producer,Oregon,OR,,,,08/24/2025,active,,
020-1016483B771,Green Hornets,recreational producer,Oregon,OR,,,,03/14/2025,active,,
020-1016522EE88,TLO Farms,recreational producer,Oregon,OR,,,,04/12/2025,active,,
020-1016527F77A,Gud Gardens,recreational producer,Oregon,OR,,,,06/09/2025,active,,
020-1016549BD22,Integrity Farms,recreational producer,Oregon,OR,,,,07/07/2025,active,,
020-1016642CC7F,Blue Bear Farms,recreational producer,Oregon,OR,,,,08/29/2025,active,,
020-1016662E353,Cola Farms,recreational producer,Oregon,OR,,,,03/08/2025,active,,
020-1016675D1D4,Winberry Farms,recreational producer,Oregon,OR,,,,04/27/2025,active,,
020-1016712BC12,"DNG VENTURES, LLC",recreational producer,Oregon,OR,,,,11/07/2024,active,,
020-1016730FF94,DooDool Tallah,recreational producer,Oregon,OR,,,,06/15/2025,active,,
020-1016783BF06,RiteKind,recreational producer,Oregon,OR,,,,05/16/2025,active,,
020-1016806B1A9,Moon Lite Canopy,recreational producer,Oregon,OR,,,,10/14/2024,active,,
020-1016813BC16,Benson Arbor,recreational producer,Oregon,OR,,,,04/19/2025,active,,
020-1016816D727,Derby's Farm,recreational producer,Oregon,OR,,,,04/01/2025,active,,
020-1016832A261,Luminous Gardens,recreational producer,Oregon,OR,,,,04/11/2025,active,,
020-1016886ED74,Highway Farm,recreational producer,Oregon,OR,,,,09/23/2024,active,,
020-1016889B8BC,Beyond Elevation Inc,recreational producer,Oregon,OR,,,,06/08/2025,active,,
020-1016900A0AC,Sunny Valley Farm,recreational producer,Oregon,OR,,,,10/07/2024,active,,
020-1017017FBA8,Selma Project One,recreational producer,Oregon,OR,,,,07/06/2025,active,,
020-1017065A230,Sunny Valley Farm 2,recreational producer,Oregon,OR,,,,10/07/2024,active,,
020-1017128A213,Grape_God Gardens,recreational producer,Oregon,OR,,,,10/12/2025,active,,
020-1017154EFBA,Rogue Farmer IH,recreational producer,Oregon,OR,,,,10/07/2024,active,,
020-1017215D3BE,Imperial Farms,recreational producer,Oregon,OR,,,,10/14/2024,active,,
020-1017218B573,HUG Farms,recreational producer,Oregon,OR,,,,08/19/2025,active,,
020-1017240BF45,Goldhill Assets,recreational producer,Oregon,OR,,,,08/24/2025,active,,
020-1017296D9BB,BG3 Productions,recreational producer,Oregon,OR,,,,08/10/2025,active,,
020-1017310A250,Halo Ceremony House,recreational producer,Oregon,OR,,,,10/27/2024,active,,
020-1017350AC19,Golden Eagle Ranch,recreational producer,Oregon,OR,,,,03/01/2025,active,,
020-1017365DF95,Pacific NW Farms #2,recreational producer,Oregon,OR,,,,09/20/2024,active,,
020-1017485B1A1,Folia,recreational producer,Oregon,OR,,,,03/28/2025,active,,
020-1017514E72B,13th & Central LLC,recreational producer,Oregon,OR,,,,04/06/2025,active,,
020-1017523E17F,Zen Pharm,recreational producer,Oregon,OR,,,,11/09/2024,active,,
020-1017536E1E8,Gorge Grown llc,recreational producer,Oregon,OR,,,,11/28/2024,active,,
020-1017544F846,Jia Ming Shi,recreational producer,Oregon,OR,,,,10/29/2024,active,,
020-1017571CD57,Benson Arbor,recreational producer,Oregon,OR,,,,02/15/2025,active,,
020-1017696DF8A,Desert River Flower Co,recreational producer,Oregon,OR,,,,11/08/2025,active,,
020-1017843BA09,TN Agro,recreational producer,Oregon,OR,,,,06/06/2025,active,,
020-1017990E485,Third Time Is A Charm,recreational producer,Oregon,OR,,,,11/11/2024,active,,
020-1018154C368,Engineered Exotics West,recreational producer,Oregon,OR,,,,12/26/2024,active,,
020-1018193BA49,YW Cultivation LLC,recreational producer,Oregon,OR,,,,11/14/2024,active,,
020-1018289AA6C,My Design Gardens,recreational producer,Oregon,OR,,,,03/21/2025,active,,
020-1018335A84B,Quality Group,recreational producer,Oregon,OR,,,,04/12/2025,active,,
020-1018378CC82,Emerald Green Farm,recreational producer,Oregon,OR,,,,02/27/2025,active,,
020-1018421A10A,Diva Land LLC,recreational producer,Oregon,OR,,,,10/27/2024,active,,
020-1018575ACBB,ANM PDX Indoor 1,recreational producer,Oregon,OR,,,,04/07/2025,active,,
020-1018682B20A,"FA Ranch, LLC",recreational producer,Oregon,OR,,,,03/03/2025,active,,
020-1018710FCC4,Essentials Cannabis Co.,recreational producer,Oregon,OR,,,,01/04/2025,active,,
020-1018938EBF6,Polaris Management LLC,recreational producer,Oregon,OR,,,,06/07/2025,active,,
020-1018963B7B8,Basalo,recreational producer,Oregon,OR,,,,05/30/2025,active,,
020-1019072C7F6,Lake Selmac,recreational producer,Oregon,OR,,,,10/27/2024,active,,
020-1019142EC79,Heritage Farms,recreational producer,Oregon,OR,,,,06/14/2025,active,,
020-1019812EB79,Rhizosphere,recreational producer,Oregon,OR,,,,05/29/2025,active,,
020-1019870C7ED,Gud Gardens,recreational producer,Oregon,OR,,,,06/12/2025,active,,
020-1019918DC45,Gud Gardens,recreational producer,Oregon,OR,,,,07/13/2025,active,,
020-1020110BCD2,CRUISE CONTROL,recreational producer,Oregon,OR,,,,05/30/2025,active,,
020-1021069EF04,High Quality Flora,recreational producer,Oregon,OR,,,,07/27/2025,active,,
020-1021104D50A,Northern Oak Farms,recreational producer,Oregon,OR,,,,02/20/2025,active,,
020-1021124C907,VMA LLC,recreational producer,Oregon,OR,,,,09/11/2025,active,,
020-1021142D590,Resource Safety,recreational producer,Oregon,OR,,,,07/18/2025,active,,
020-1021288EB3B,Rose Enterprises,recreational producer,Oregon,OR,,,,06/26/2025,active,,
020-1021306CCA9,Pear Bear,recreational producer,Oregon,OR,,,,09/07/2025,active,,
020-1021456B662,World Healing,recreational producer,Oregon,OR,,,,08/01/2025,active,,
020-1021468EA9D,Southern Oregon Cannabis,recreational producer,Oregon,OR,,,,09/07/2024,active,,
020-1021560DD32,Arboretum Farms,recreational producer,Oregon,OR,,,,07/27/2025,active,,
020-1021599ECD3,Brave Hearts,recreational producer,Oregon,OR,,,,11/30/2024,active,,
020-1021607AF1B,Chronic Fields,recreational producer,Oregon,OR,,,,09/21/2025,active,,
020-1021609DA13,Half Baked Farms,recreational producer,Oregon,OR,,,,09/20/2025,active,,
020-1021804DA50,Blackthumb,recreational producer,Oregon,OR,,,,08/21/2025,active,,
020-1021936E543,Cultivate Jo,recreational producer,Oregon,OR,,,,09/22/2025,active,,
020-1021940D7B5,Half Baked Farms,recreational producer,Oregon,OR,,,,09/21/2025,active,,
020-1021944C4FD,Lone Pine Agro,recreational producer,Oregon,OR,,,,09/21/2024,active,,
020-1021987BA45,TieDie Farms,recreational producer,Oregon,OR,,,,09/22/2025,active,,
020-1021989A32C,Chronic Fields,recreational producer,Oregon,OR,,,,09/21/2025,active,,
020-1022102A819,GG93,recreational producer,Oregon,OR,,,,10/05/2025,active,,
020-1022106D152,Good Luck Farms,recreational producer,Oregon,OR,,,,07/25/2025,active,,
020-1022110FCF0,WJ Holdings,recreational producer,Oregon,OR,,,,09/21/2024,active,,
020-1022116F5A0,Andy Chen Farm,recreational producer,Oregon,OR,,,,12/07/2024,active,,
020-1022246EB9C,Gas Station Genetics,recreational producer,Oregon,OR,,,,03/02/2025,active,,
020-1022298E7F4,Northwest Remedy,recreational producer,Oregon,OR,,,,10/04/2024,active,,
020-1022318A3D3,Chase The High Gardens,recreational producer,Oregon,OR,,,,03/30/2025,active,,
020-1022320B513,Piff Stixs,recreational producer,Oregon,OR,,,,11/03/2024,active,,
